source_file,office,office_short_name,office_year,year,party,candidate,column_stem
data/elections/6GNYROCK_US_SENATOR.xlsx,UNITED STATES SENATOR,uss,uss_16,2016,IND,Charles E. Schumer,uss_16_ind
data/elections/6GNYROCK_US_SENATOR.xlsx,UNITED STATES SENATOR,uss,uss_16,2016,WEP,Charles E. Schumer,uss_16_wep
data/elections/6GNYROCK_US_SENATOR.xlsx,UNITED STATES SENATOR,uss,uss_16,2016,REF,Wendy Long,uss_16_ref
data/elections/6GNYROCK_US_SENATOR.xlsx,UNITED STATES SENATOR,uss,uss_16,2016,LBT,Alex Merced,uss_16_lbt
data/elections/7GNYROCK_COUNTY_CLK.xlsx,COUNTY CLERK,clk,clk_17,2017,DEM,Paul Piperato,clk_17_dem
data/elections/7GNYROCK_COUNTY_CLK.xlsx,COUNTY CLERK,clk,clk_17,2017,CON,Paul Piperato,clk_17_con
data/elections/7GNYROCK_COUNTY_CLK.xlsx,COUNTY CLERK,clk,clk_17,2017,WOR,Paul Piperato,clk_17_wor
data/elections/7GNYROCK_COUNTY_CLK.xlsx,COUNTY CLERK,clk,clk_17,2017,IND,Paul Piperato,clk_17_ind
data/elections/7GNYROCK_COUNTY_CLK.xlsx,COUNTY CLERK,clk,clk_17,2017,WEP,Paul Piperato,clk_17_wep
data/elections/7GNYROCK_COUNTY_EXEC.xlsx,COUNTY EXECUTIVE,exe,exe_17,2017,DEM,Maureen A. Porette,exe_17_dem
data/elections/7GNYROCK_COUNTY_EXEC.xlsx,COUNTY EXECUTIVE,exe,exe_17,2017,REP,Ed Day,exe_17_rep
data/elections/7GNYROCK_COUNTY_EXEC.xlsx,COUNTY EXECUTIVE,exe,exe_17,2017,CON,Thomas F. Sullivan,exe_17_con
data/elections/7GNYROCK_COUNTY_EXEC.xlsx,COUNTY EXECUTIVE,exe,exe_17,2017,WOR,Maureen A. Porette,exe_17_wor
data/elections/7GNYROCK_COUNTY_EXEC.xlsx,COUNTY EXECUTIVE,exe,exe_17,2017,WEP,Maureen A. Porette,exe_17_wep
data/elections/7GNYROCK_COUNTY_EXEC.xlsx,COUNTY EXECUTIVE,exe,exe_17,2017,REF,Ed Day,exe_17_ref
data/elections/7GNYROCK_SUP_CRT_JUST.xlsx,SUPREME COURT JUSTICE 9th Judicial District,spc,spc_17,2017,DEM,Christi J. Acker,spc_17_dem
data/elections/7GNYROCK_SUP_CRT_JUST.xlsx,SUPREME COURT JUSTICE 9th Judicial District,spc,spc_17,2017,REP,Linda M. Murray,spc_17_rep
data/elections/7GNYROCK_SUP_CRT_JUST.xlsx,SUPREME COURT JUSTICE 9th Judicial District,spc,spc_17,2017,CON,Linda M. Murray,spc_17_con
data/elections/7GNYROCK_SUP_CRT_JUST.xlsx,SUPREME COURT JUSTICE 9th Judicial District,spc,spc_17,2017,WOR,Christi J. Acker,spc_17_wor
data/elections/7GNYROCK_SUP_CRT_JUST.xlsx,SUPREME COURT JUSTICE 9th Judicial District,spc,spc_17,2017,IND,Linda M. Murray,spc_17_ind
data/elections/7GNYROCK_SUR_JUDGE.xlsx,SURROGATE JUDGE,srj,srj_17,2017,DEM,Keith J. Cornell,srj_17_dem
data/elections/7GNYROCK_SUR_JUDGE.xlsx,SURROGATE JUDGE,srj,srj_17,2017,REP,Michael A. Koplen,srj_17_rep
data/elections/7GNYROCK_SUR_JUDGE.xlsx,SURROGATE JUDGE,srj,srj_17,2017,CON,Keith J. Cornell,srj_17_con
data/elections/7GNYROCK_SUR_JUDGE.xlsx,SURROGATE JUDGE,srj,srj_17,2017,WOR,Alden H. Wolfe,srj_17_wor
data/elections/7GNYROCK_SUR_JUDGE.xlsx,SURROGATE JUDGE,srj,srj_17,2017,WEP,Alden H. Wolfe,srj_17_wep
data/elections/7GNYROCK_SUR_JUDGE.xlsx,SURROGATE JUDGE,srj,srj_17,2017,REF,Alden H. Wolfe,srj_17_ref
data/elections/8GNYROCK_38TH_SENATORIAL.xlsx,STATE SENATOR 38th Senatorial District,ssd,ssd_18,2018,DEM,David Carlucci,ssd_18_dem
data/elections/8GNYROCK_38TH_SENATORIAL.xlsx,STATE SENATOR 38th Senatorial District,ssd,ssd_18,2018,REP,C. Scott Vanderhoef,ssd_18_rep
data/elections/8GNYROCK_38TH_SENATORIAL.xlsx,STATE SENATOR 38th Senatorial District,ssd,ssd_18,2018,CON,C. Scott Vanderhoef,ssd_18_con
data/elections/8GNYROCK_38TH_SENATORIAL.xlsx,STATE SENATOR 38th Senatorial District,ssd,ssd_18,2018,IND,C. Scott Vanderhoef,ssd_18_ind
data/elections/8GNYROCK_38TH_SENATORIAL.xlsx,STATE SENATOR 38th Senatorial District,ssd,ssd_18,2018,WEP,David Carlucci,ssd_18_wep
data/elections/8GNYROCK_38TH_SENATORIAL.xlsx,STATE SENATOR 38th Senatorial District,ssd,ssd_18,2018,REF,C. Scott Vanderhoef,ssd_18_ref
data/elections/8GNYROCK_39TH_SENATORIAL.xlsx,STATE SENATOR 39th Senatorial District,ssd,ssd_18,2018,DEM,James G. Skoufis,ssd_18_dem
data/elections/8GNYROCK_39TH_SENATORIAL.xlsx,STATE SENATOR 39th Senatorial District,ssd,ssd_18,2018,REP,Tom Basile,ssd_18_rep
data/elections/8GNYROCK_39TH_SENATORIAL.xlsx,STATE SENATOR 39th Senatorial District,ssd,ssd_18,2018,CON,Tom Basile,ssd_18_con
data/elections/8GNYROCK_39TH_SENATORIAL.xlsx,STATE SENATOR 39th Senatorial District,ssd,ssd_18,2018,WOR,James G. Skoufis,ssd_18_wor
data/elections/8GNYROCK_39TH_SENATORIAL.xlsx,STATE SENATOR 39th Senatorial District,ssd,ssd_18,2018,IND,Tom Basile,ssd_18_ind
data/elections/8GNYROCK_39TH_SENATORIAL.xlsx,STATE SENATOR 39th Senatorial District,ssd,ssd_18,2018,WEP,James G. Skoufis,ssd_18_wep
data/elections/8GNYROCK_39TH_SENATORIAL.xlsx,STATE SENATOR 39th Senatorial District,ssd,ssd_18,2018,REF,James G. Skoufis,ssd_18_ref
data/elections/8GNYROCK_96TH_ASM.xlsx,MEMBER OF ASSEMBLY 96th Assembly District,shd,shd_18,2018,DEM,Kenneth P. Zebrowski,shd_18_dem
data/elections/8GNYROCK_96TH_ASM.xlsx,MEMBER OF ASSEMBLY 96th Assembly District,shd,shd_18,2018,WOR,Kenneth P. Zebrowski,shd_18_wor
data/elections/8GNYROCK_96TH_ASM.xlsx,MEMBER OF ASSEMBLY 96th Assembly District,shd,shd_18,2018,WEP,Kenneth P. Zebrowski,shd_18_wep
data/elections/8GNYROCK_96TH_ASM.xlsx,MEMBER OF ASSEMBLY 96th Assembly District,shd,shd_18,2018,REF,Kenneth P. Zebrowski,shd_18_ref
data/elections/8GNYROCK_97TH_ASM.xlsx,MEMBER OF ASSEMBLY 97th Assembly District,shd,shd_18,2018,DEM,Ellen C. Jaffee,shd_18_dem
data/elections/8GNYROCK_97TH_ASM.xlsx,MEMBER OF ASSEMBLY 97th Assembly District,shd,shd_18,2018,REP,"Rosario Presti, Jr.",shd_18_rep
data/elections/8GNYROCK_97TH_ASM.xlsx,MEMBER OF ASSEMBLY 97th Assembly District,shd,shd_18,2018,CON,"Rosario Presti, Jr.",shd_18_con
data/elections/8GNYROCK_97TH_ASM.xlsx,MEMBER OF ASSEMBLY 97th Assembly District,shd,shd_18,2018,WOR,Ellen C. Jaffee,shd_18_wor
data/elections/8GNYROCK_97TH_ASM.xlsx,MEMBER OF ASSEMBLY 97th Assembly District,shd,shd_18,2018,WEP,Ellen C. Jaffee,shd_18_wep
data/elections/8GNYROCK_97TH_ASM.xlsx,MEMBER OF ASSEMBLY 97th Assembly District,shd,shd_18,2018,REF,Ellen C. Jaffee,shd_18_ref
data/elections/8GNYROCK_98TH_ASM.xlsx,MEMBER OF ASSEMBLY 98th Assembly District,shd,shd_18,2018,DEM,Scott Martens,shd_18_dem
data/elections/8GNYROCK_98TH_ASM.xlsx,MEMBER OF ASSEMBLY 98th Assembly District,shd,shd_18,2018,REP,Karl A. Brabenec,shd_18_rep
data/elections/8GNYROCK_98TH_ASM.xlsx,MEMBER OF ASSEMBLY 98th Assembly District,shd,shd_18,2018,CON,Karl A. Brabenec,shd_18_con
data/elections/8GNYROCK_98TH_ASM.xlsx,MEMBER OF ASSEMBLY 98th Assembly District,shd,shd_18,2018,WOR,Scott Martens,shd_18_wor
data/elections/8GNYROCK_98TH_ASM.xlsx,MEMBER OF ASSEMBLY 98th Assembly District,shd,shd_18,2018,IND,Karl A. Brabenec,shd_18_ind
data/elections/8GNYROCK_98TH_ASM.xlsx,MEMBER OF ASSEMBLY 98th Assembly District,shd,shd_18,2018,WEP,Scott Martens,shd_18_wep
data/elections/8GNYROCK_98TH_ASM.xlsx,MEMBER OF ASSEMBLY 98th Assembly District,shd,shd_18,2018,REF,Karl A. Brabenec,shd_18_ref
data/elections/8GNYROCK_99TH_ASM.xlsx,MEMBER OF ASSEMBLY 99th Assembly District,shd,shd_18,2018,DEM,Matthew A. Rettig,shd_18_dem
data/elections/8GNYROCK_99TH_ASM.xlsx,MEMBER OF ASSEMBLY 99th Assembly District,shd,shd_18,2018,REP,Colin J. Schmitt,shd_18_rep
data/elections/8GNYROCK_99TH_ASM.xlsx,MEMBER OF ASSEMBLY 99th Assembly District,shd,shd_18,2018,CON,Colin J. Schmitt,shd_18_con
data/elections/8GNYROCK_99TH_ASM.xlsx,MEMBER OF ASSEMBLY 99th Assembly District,shd,shd_18,2018,WOR,Matthew A. Rettig,shd_18_wor
data/elections/8GNYROCK_99TH_ASM.xlsx,MEMBER OF ASSEMBLY 99th Assembly District,shd,shd_18,2018,IND,Colin J. Schmitt,shd_18_ind
data/elections/8GNYROCK_99TH_ASM.xlsx,MEMBER OF ASSEMBLY 99th Assembly District,shd,shd_18,2018,WEP,Matthew A. Rettig,shd_18_wep
data/elections/8GNYROCK_99TH_ASM.xlsx,MEMBER OF ASSEMBLY 99th Assembly District,shd,shd_18,2018,REF,Colin J. Schmitt,shd_18_ref
data/elections/8GNYROCK_ATT_GEN.xlsx,ATTORNEY GENERAL,atg,atg_18,2018,DEM,Letitia A. James,atg_18_dem
data/elections/8GNYROCK_ATT_GEN.xlsx,ATTORNEY GENERAL,atg,atg_18,2018,REP,Keith Wofford,atg_18_rep
data/elections/8GNYROCK_ATT_GEN.xlsx,ATTORNEY GENERAL,atg,atg_18,2018,CON,Keith Wofford,atg_18_con
data/elections/8GNYROCK_ATT_GEN.xlsx,ATTORNEY GENERAL,atg,atg_18,2018,GRE,Michael Sussman,atg_18_gre
data/elections/8GNYROCK_ATT_GEN.xlsx,ATTORNEY GENERAL,atg,atg_18,2018,WOR,Letitia A. James,atg_18_wor
data/elections/8GNYROCK_ATT_GEN.xlsx,ATTORNEY GENERAL,atg,atg_18,2018,IND,Letitia A. James,atg_18_ind
data/elections/8GNYROCK_ATT_GEN.xlsx,ATTORNEY GENERAL,atg,atg_18,2018,REF,Nancy B. Sliwa,atg_18_ref
data/elections/8GNYROCK_ATT_GEN.xlsx,ATTORNEY GENERAL,atg,atg_18,2018,LBT,Christopher B. Garvey,atg_18_lbt
data/elections/8GNYROCK_COMPTROLLER.xlsx,COMPTROLLER,com,com_18,2018,DEM,Thomas P. DiNapoli,com_18_dem
data/elections/8GNYROCK_COMPTROLLER.xlsx,COMPTROLLER,com,com_18,2018,REP,Jonathan Trichter,com_18_rep
data/elections/8GNYROCK_COMPTROLLER.xlsx,COMPTROLLER,com,com_18,2018,CON,Jonathan Trichter,com_18_con
data/elections/8GNYROCK_COMPTROLLER.xlsx,COMPTROLLER,com,com_18,2018,GRE,Mark Dunlea,com_18_gre
data/elections/8GNYROCK_COMPTROLLER.xlsx,COMPTROLLER,com,com_18,2018,WOR,Thomas P. DiNapoli,com_18_wor
data/elections/8GNYROCK_COMPTROLLER.xlsx,COMPTROLLER,com,com_18,2018,IND,Thomas P. DiNapoli,com_18_ind
data/elections/8GNYROCK_COMPTROLLER.xlsx,COMPTROLLER,com,com_18,2018,WEP,Thomas P. DiNapoli,com_18_wep
data/elections/8GNYROCK_COMPTROLLER.xlsx,COMPTROLLER,com,com_18,2018,REF,Thomas P. DiNapoli,com_18_ref
data/elections/8GNYROCK_COMPTROLLER.xlsx,COMPTROLLER,com,com_18,2018,LBT,Cruger E. Gallaudet,com_18_lbt
data/elections/8GNYROCK_GOVERNOR.xlsx,GOVERNOR AND LIEUTENANT GOVERNOR,gov,gov_18,2018,DEM,Andrew M. Cuomo,gov_18_dem
data/elections/8GNYROCK_GOVERNOR.xlsx,GOVERNOR AND LIEUTENANT GOVERNOR,gov,gov_18,2018,REP,Marc Molinaro,gov_18_rep
data/elections/8GNYROCK_GOVERNOR.xlsx,GOVERNOR AND LIEUTENANT GOVERNOR,gov,gov_18,2018,CON,Marc Molinaro,gov_18_con
data/elections/8GNYROCK_GOVERNOR.xlsx,GOVERNOR AND LIEUTENANT GOVERNOR,gov,gov_18,2018,GRE,Howie Hawkins,gov_18_gre
data/elections/8GNYROCK_GOVERNOR.xlsx,GOVERNOR AND LIEUTENANT GOVERNOR,gov,gov_18,2018,WOR,Andrew M. Cuomo,gov_18_wor
data/elections/8GNYROCK_GOVERNOR.xlsx,GOVERNOR AND LIEUTENANT GOVERNOR,gov,gov_18,2018,IND,Andrew M. Cuomo,gov_18_ind
data/elections/8GNYROCK_GOVERNOR.xlsx,GOVERNOR AND LIEUTENANT GOVERNOR,gov,gov_18,2018,WEP,Andrew M. Cuomo,gov_18_wep
data/elections/8GNYROCK_GOVERNOR.xlsx,GOVERNOR AND LIEUTENANT GOVERNOR,gov,gov_18,2018,REF,Marc Molinaro,gov_18_ref
data/elections/8GNYROCK_GOVERNOR.xlsx,GOVERNOR AND LIEUTENANT GOVERNOR,gov,gov_18,2018,SAM,Stephanie A. Miner,gov_18_sam
data/elections/8GNYROCK_GOVERNOR.xlsx,GOVERNOR AND LIEUTENANT GOVERNOR,gov,gov_18,2018,LBT,Larry Sharpe,gov_18_lbt
data/elections/8GNYROCK_LD4.xlsx,COUNTY LEGISLATOR Legislative District 4,rcl,rcl_18,2018,DEM,Itamar J. Yeger,rcl_18_dem
data/elections/8GNYROCK_REP_CONG.xlsx,REPRESENTATIVE IN CONGRESS,ush,ush_18,2018,DEM,Nita M. Lowey,ush_18_dem
data/elections/8GNYROCK_REP_CONG.xlsx,REPRESENTATIVE IN CONGRESS,ush,ush_18,2018,WOR,Nita M. Lowey,ush_18_wor
data/elections/8GNYROCK_REP_CONG.xlsx,REPRESENTATIVE IN CONGRESS,ush,ush_18,2018,WEP,Nita M. Lowey,ush_18_wep
data/elections/8GNYROCK_REP_CONG.xlsx,REPRESENTATIVE IN CONGRESS,ush,ush_18,2018,REF,Joseph J. Ciardullo,ush_18_ref
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,DEM,Hal B. Greenwald,spc_18_dem
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,DEM,Kathie E. Davidson,spc_18_dem
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,DEM,William J. Giacomo,spc_18_dem
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,DEM,David F. Everett,spc_18_dem
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,DEM,Barry E. Warhit,spc_18_dem
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,DEM,Joan B. Lefkowitz,spc_18_dem
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,DEM,Thomas P. Zugibe,spc_18_dem
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,REP,James F. Reitz,spc_18_rep
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,REP,Kathie E. Davidson,spc_18_rep
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,REP,"Phillip A. Grimaldi, Jr.",spc_18_rep
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,REP,Robert H. Freehill,spc_18_rep
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,CON,James F. Reitz,spc_18_con
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,CON,Kathie E. Davidson,spc_18_con
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,CON,"Phillip A. Grimaldi, Jr.",spc_18_con
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,CON,Robert H. Freehill,spc_18_con
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,CON,Thomas P. Zugibe,spc_18_con
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,IND,Kathie E. Davidson,spc_18_ind
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,IND,William J. Giacomo,spc_18_ind
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,IND,Robert H. Freehill,spc_18_ind
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,IND,Joan B. Lefkowitz,spc_18_ind
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,IND,Thomas P. Zugibe,spc_18_ind
data/elections/8GNYROCK_SUPREME_COURT.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_18,2018,REF,Robert H. Freehill,spc_18_ref
data/elections/8GNYROCK_US_SENATOR.xlsx,UNITED STATES SENATOR,uss,uss_18,2018,DEM,Kirsten E. Gillibrand,uss_18_dem
data/elections/8GNYROCK_US_SENATOR.xlsx,UNITED STATES SENATOR,uss,uss_18,2018,REP,Chele Chiavacci Farley,uss_18_rep
data/elections/8GNYROCK_US_SENATOR.xlsx,UNITED STATES SENATOR,uss,uss_18,2018,CON,Chele Chiavacci Farley,uss_18_con
data/elections/8GNYROCK_US_SENATOR.xlsx,UNITED STATES SENATOR,uss,uss_18,2018,WOR,Kirsten E. Gillibrand,uss_18_wor
data/elections/8GNYROCK_US_SENATOR.xlsx,UNITED STATES SENATOR,uss,uss_18,2018,IND,Kirsten E. Gillibrand,uss_18_ind
data/elections/8GNYROCK_US_SENATOR.xlsx,UNITED STATES SENATOR,uss,uss_18,2018,WEP,Kirsten E. Gillibrand,uss_18_wep
data/elections/8GNYROCK_US_SENATOR.xlsx,UNITED STATES SENATOR,uss,uss_18,2018,REF,Chele Chiavacci Farley,uss_18_ref
data/elections/9GNYROCK_DA.xlsx,DISTRICT ATTORNEY,dat,dat_19,2019,DEM,Thomas Walsh,dat_19_dem
data/elections/9GNYROCK_DA.xlsx,DISTRICT ATTORNEY,dat,dat_19,2019,REP,Thomas Walsh,dat_19_rep
data/elections/9GNYROCK_DA.xlsx,DISTRICT ATTORNEY,dat,dat_19,2019,CON,Thomas Walsh,dat_19_con
data/elections/9GNYROCK_DA.xlsx,DISTRICT ATTORNEY,dat,dat_19,2019,WOR,Ken Zebrowski,dat_19_wor
data/elections/9GNYROCK_DA.xlsx,DISTRICT ATTORNEY,dat,dat_19,2019,SRK,"Mike Diederich, Jr.",dat_19_srk
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,DEM,Nancy Quinn Koba,spc_19_dem
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,DEM,Steven I. Milligram,spc_19_dem
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,DEM,Lewis J. Lubell,spc_19_dem
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,DEM,Gina C. Capone,spc_19_dem
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,REP,Robert H. Freehill,spc_19_rep
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,REP,Steven I. Milligram,spc_19_rep
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,REP,Lewis J. Lubell,spc_19_rep
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,REP,Gina C. Capone,spc_19_rep
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,CON,Robert H. Freehill,spc_19_con
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,CON,Steven I. Milligram,spc_19_con
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,CON,Lewis J. Lubell,spc_19_con
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,CON,Gina C. Capone,spc_19_con
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,IND,Robert H. Freehill,spc_19_ind
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,IND,Steven I. Milligram,spc_19_ind
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,IND,Lewis J. Lubell,spc_19_ind
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,IND,Gina C. Capone,spc_19_ind
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,SAM,Nancy Quinn Koba,spc_19_sam
data/elections/9GNYROCK_JUSTICE_SC.xlsx,JUSTICE OF THE SUPREME COURT 9th Judicial District,spc,spc_19,2019,SAM,Lewis J. Lubell,spc_19_sam
data/elections/9GNYROCK_LD1.xlsx,COUNTY LEGISLATOR Legislative District 1,rcl,rcl_19,2019,DEM,Mari Morrison Rodriguez,rcl_19_dem
data/elections/9GNYROCK_LD1.xlsx,COUNTY LEGISLATOR Legislative District 1,rcl,rcl_19,2019,REP,Douglas Jobson,rcl_19_rep
data/elections/9GNYROCK_LD1.xlsx,COUNTY LEGISLATOR Legislative District 1,rcl,rcl_19,2019,CON,Douglas Jobson,rcl_19_con
data/elections/9GNYROCK_LD1.xlsx,COUNTY LEGISLATOR Legislative District 1,rcl,rcl_19,2019,WOR,Douglas Jobson,rcl_19_wor
data/elections/9GNYROCK_LD1.xlsx,COUNTY LEGISLATOR Legislative District 1,rcl,rcl_19,2019,IND,Douglas Jobson,rcl_19_ind
data/elections/9GNYROCK_LD1.xlsx,COUNTY LEGISLATOR Legislative District 1,rcl,rcl_19,2019,SAM,Michael I. Parietti,rcl_19_sam
data/elections/9GNYROCK_LD10.xlsx,COUNTY LEGISLATOR Legislative District 10,rcl,rcl_19,2019,DEM,Harriet D. Cornell,rcl_19_dem
data/elections/9GNYROCK_LD10.xlsx,COUNTY LEGISLATOR Legislative District 10,rcl,rcl_19,2019,REP,Eric Meier,rcl_19_rep
data/elections/9GNYROCK_LD10.xlsx,COUNTY LEGISLATOR Legislative District 10,rcl,rcl_19,2019,WOR,Harriet D. Cornell,rcl_19_wor
data/elections/9GNYROCK_LD11.xlsx,COUNTY LEGISLATOR Legislative District 11,rcl,rcl_19,2019,REP,Laurie A. Santulli,rcl_19_rep
data/elections/9GNYROCK_LD11.xlsx,COUNTY LEGISLATOR Legislative District 11,rcl,rcl_19,2019,WOR,Laurie A. Santulli,rcl_19_wor
data/elections/9GNYROCK_LD12.xlsx,COUNTY LEGISLATOR Legislative District 12,rcl,rcl_19,2019,DEM,David J. Stein,rcl_19_dem
data/elections/9GNYROCK_LD12.xlsx,COUNTY LEGISLATOR Legislative District 12,rcl,rcl_19,2019,REP,Charles J. Falciglia,rcl_19_rep
data/elections/9GNYROCK_LD12.xlsx,COUNTY LEGISLATOR Legislative District 12,rcl,rcl_19,2019,CON,Charles J. Falciglia,rcl_19_con
data/elections/9GNYROCK_LD12.xlsx,COUNTY LEGISLATOR Legislative District 12,rcl,rcl_19,2019,SAM,Charles J. Falciglia,rcl_19_sam
data/elections/9GNYROCK_LD13.xlsx,COUNTY LEGISLATOR Legislative District 13,rcl,rcl_19,2019,DEM,Aron B. Wieder,rcl_19_dem
data/elections/9GNYROCK_LD13.xlsx,COUNTY LEGISLATOR Legislative District 13,rcl,rcl_19,2019,REP,Aron B. Wieder,rcl_19_rep
data/elections/9GNYROCK_LD13.xlsx,COUNTY LEGISLATOR Legislative District 13,rcl,rcl_19,2019,CON,Aron B. Wieder,rcl_19_con
data/elections/9GNYROCK_LD13.xlsx,COUNTY LEGISLATOR Legislative District 13,rcl,rcl_19,2019,GRE,Aron B. Wieder,rcl_19_gre
data/elections/9GNYROCK_LD13.xlsx,COUNTY LEGISLATOR Legislative District 13,rcl,rcl_19,2019,IND,Aron B. Wieder,rcl_19_ind
data/elections/9GNYROCK_LD13.xlsx,COUNTY LEGISLATOR Legislative District 13,rcl,rcl_19,2019,SAM,Vivian S. Street,rcl_19_sam
